"Species_Name","Plot","Year","Count","Notes","viable","Treat.Code","avg.num.per.sub","p.surv","stem.g.F","leaf.g.F","repr.g.F","total.g.F","CN.F","RGR.la.F","d13C.F","SLA.F","stem.g.GH","leaf.g.GH","repr.g.GH","total.g.GH","CN.GH","RGRt.GH","RGR.la.GH","d13C.GH","SLA.GH","PC1"
"Agoseris heterophylla",5,2017,0,NA,94,"W",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",84,2017,1,NA,94,"C",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",17,2017,1,NA,94,"W",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",82,2017,0,NA,94,"C",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",29,2016,0,"",95,"W",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",49,2016,0,"",95,"W",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",50,2017,0,NA,94,"C",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",23,2016,0,"",95,"W",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",81,2016,0,"",95,"D",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",84,2016,0,"",95,"C",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",18,2017,1,NA,94,"C",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",56,2017,0,NA,94,"C",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",95,2016,0,"",95,"D",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",50,2016,2,"",95,"C",95,0.0210526315789474,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",19,2016,0,"",95,"W",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",91,2016,7,"",95,"D",95,0.0736842105263158,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",83,2017,0,NA,94,"D",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",86,2016,0,"",95,"C",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",5,2016,0,"",95,"W",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",19,2017,0,NA,94,"W",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",37,2017,0,NA,94,"W",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",37,2016,6,"",95,"W",95,0.0631578947368421,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",86,2017,0,NA,94,"C",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",93,2016,1,"",95,"D",95,0.0105263157894737,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",98,2016,0,"",95,"C",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",49,2017,0,NA,94,"W",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",59,2017,1,NA,94,"W",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",59,2016,4,"",95,"W",95,0.0421052631578947,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",17,2016,0,"",95,"W",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",18,2016,0,"",95,"C",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",56,2016,0,"",95,"C",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",87,2016,0,"",95,"D",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",92,2017,0,NA,94,"C",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",55,2016,0,"",95,"W",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",97,2017,0,NA,94,"D",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",99,2016,0,"",95,"D",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",23,2017,0,NA,94,"W",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",99,2017,1,NA,94,"D",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",96,2017,0,NA,94,"C",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",89,2016,1,"",95,"D",95,0.0105263157894737,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",98,2017,1,NA,94,"C",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",87,2017,1,NA,94,"D",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",30,2017,2,NA,94,"C",94,0.0212765957446809,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",82,2016,0,"",95,"C",95,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",92,2016,3,"",95,"C",95,0.0315789473684211,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",93,2017,1,NA,94,"D",94,0.0106382978723404,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",55,2017,0,NA,94,"W",94,0,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
"Agoseris heterophylla",85,2016,1,"",95,"D",95,0.0105263157894737,0.0145,0.0175,0.016,0.048,22.5838598843642,0.017577547250182,-31.78,413.554657287157,2.7425,1.444,1.3165,5.503,26.9100082291955,0.0975162007600123,0.065519720519872,-31.72125,253.48544811066,-0.876427664975023
